married,race,loan_decision,occupancy,loan_amount,applicant_income,num_units,num_dependants,self_employed,monthly_income,purchase_price,liquid_assets,mortage_payment_history,consumer_credit_history,filed_bankruptcy,property_type,gender
true,white,approve,1,188,108,1,0,False,4666,251.0,97.0,2,2,False,2,male
false,black,reject,1,108,43,1,0,False,2101,171.0,38.0,2,6,False,2,female
true,white,approve,1,125,54,1,3,False,4490,215.0,10.0,1,1,False,2,male
false,white,approve,1,151,107,1,0,False,4843,188.6,18.4,2,6,False,2,male
true,white,approve,1,297,135,1,0,False,13650,410.0,121.0,2,1,False,1,male
true,white,approve,1,138,78,1,0,False,2917,173.0,63.0,1,3,False,2,male
true,black,reject,1,135,56,1,0,False,4700,150.0,8.0,2,4,False,2,male
true,white,approve,1,144,80,2,0,False,4225,189.0,57.0,2,1,False,3,male
true,white,approve,1,281,94,1,3,False,7976,350.0,81.0,2,1,False,2,male
false,white,approve,1,115,69,1,0,False,3808,145.0,70.0,2,1,False,2,male
true,white,approve,1,152,99,1,0,False,4652,171.0,28.0,2,1,False,2,male
,hispan,approve,1,160,60,2,,False,3816,184.0,39.0,2,6,True,3,male
true,white,approve,1,130,65,1,0,False,3445,192.0,18.0,1,2,False,2,male
true,white,approve,1,187,92,1,0,False,7666,392.0,256.7,2,1,False,2,male
true,hispan,approve,1,109,91,1,0,False,2340,136.0,67.0,2,1,False,2,male
true,white,reject,1,188,91,1,0,False,2458,210.0,9.0,1,6,True,2,male
false,white,approve,1,107,48,1,0,False,3975,119.0,15.0,2,2,True,2,male
true,white,approve,1,148,74,1,2,False,6125,185.0,52.0,1,1,False,2,male
false,white,approve,1,126,44,1,0,False,3695,139.0,35.0,2,2,False,2,male
true,white,approve,1,278,115,1,3,False,9583,370.0,141.0,1,1,False,2,male
false,white,approve,1,95,43,1,0,False,3250,125.0,1.5,1,2,False,1,female
true,white,approve,1,100,51,1,1,False,3052,243.0,40.0,1,1,False,2,male
false,white,approve,1,65,54,1,0,False,4463,160.0,133.0,2,1,False,2,male
true,white,approve,1,225,151,1,2,False,11417,255.0,36.0,2,1,False,2,male
false,white,reject,1,120,88,1,0,True,7333,149.0,37.0,2,2,False,1,male
true,white,approve,1,123,60,1,0,False,3077,140.0,33.0,2,5,False,2,male
true,white,approve,1,170,82,1,1,False,5865,455.0,180.0,1,2,False,2,male
true,hispan,approve,1,135,31,2,0,False,831,150.0,30.0,2,1,False,3,male
true,white,approve,1,400,342,1,2,False,28541,549.0,221.0,1,1,False,2,male
true,white,approve,1,139,70,1,1,False,4083,148.0,17.0,1,3,False,1,male
false,white,approve,1,87,54,1,0,False,3249,123.0,204.0,2,1,False,1,female
true,white,approve,1,210,54,1,0,False,7190,262.0,54.0,2,1,False,2,male
false,white,approve,1,113,65,1,0,False,2416,125.0,25.6,2,5,False,2,male
true,white,reject,1,216,89,1,2,False,3800,300.0,3.0,4,3,False,2,male
true,white,reject,1,232,72,1,0,True,3900,282.5,68.6,2,2,False,2,male
true,white,approve,1,60,32,1,0,False,2688,216.0,373.0,2,1,False,1,female
true,white,approve,1,130,63,1,0,False,3773,200.0,72.0,2,1,False,2,male
true,white,approve,1,230,99,1,2,False,8209,337.5,17.14,2,1,False,2,male
true,white,approve,1,94,34,1,4,False,2071,117.0,21.0,1,1,True,2,male
false,white,approve,1,136,64,1,0,False,5316,170.0,46.0,2,1,False,2,male
true,white,approve,1,144,100,1,0,False,4750,160.0,29.0,2,2,False,2,male
true,white,approve,1,139,63,1,0,False,2929,146.0,27.0,1,1,False,2,female
true,white,approve,1,118,58,1,1,False,4873,132.0,12.0,2,1,False,2,male
true,white,approve,1,127,47,1,1,False,2059,141.0,23.0,2,1,False,2,male
true,white,approve,1,70,44,1,2,False,1733,88.0,8.0,1,1,False,2,male
true,black,reject,1,152,92,1,0,False,3572,190.0,62.0,2,2,False,2,male
false,white,approve,1,170,89,1,1,True,7451,280.0,204.2,1,1,True,2,female
true,white,approve,1,79,55,1,0,False,4107,147.0,48.0,1,1,False,2,male
false,white,approve,1,131,144,1,0,False,12000,164.0,81.5,2,2,False,1,male
false,white,approve,1,150,31,3,0,False,2814,187.0,19.0,1,1,False,3,male
true,white,approve,1,100,46,1,2,False,3825,202.0,32.0,2,1,False,2,male
true,black,approve,1,111,49,1,2,False,1708,120.0,30.0,2,5,False,2,male
false,black,approve,1,118,60,1,0,False,5050,131.0,4.0,2,3,False,1,male
true,white,approve,1,490,223,1,0,False,17368,613.0,134.0,1,1,False,2,male
false,white,approve,1,155,84,1,0,False,3583,199.0,56.4,2,1,False,2,male
true,white,approve,1,185,275,1,1,False,14583,460.0,365.0,1,1,False,2,male
true,white,approve,1,176,74,3,2,False,3415,195.9,23.5,2,5,False,3,male
true,white,approve,1,82,27,2,1,True,2458,102.0,41.0,1,1,False,3,male
true,white,approve,1,154,65,1,0,False,3167,162.0,20.0,2,2,False,2,female
true,white,approve,1,85,43,1,1,False,2214,110.0,34.0,2,1,False,2,male
true,white,approve,1,140,83,1,0,False,4562,284.0,91.0,2,1,False,2,male
true,white,approve,1,186,67,1,0,False,3189,207.0,32.0,2,1,False,2,male
true,white,approve,1,106,84,1,0,False,7083,132.0,51.0,1,5,False,2,male
true,white,approve,1,166,112,1,0,True,9304,207.0,47.0,1,1,False,1,male
false,white,approve,1,95,30,2,0,False,2532,105.0,13.0,2,2,False,3,male
true,white,approve,1,100,47,1,0,True,3907,187.0,303.0,1,5,False,1,male
true,white,approve,1,131,64,1,0,False,3754,138.0,19.0,2,1,False,2,male
false,white,reject,2,50,43,1,0,True,6356,75.0,40.0,2,4,False,2,male
true,white,approve,1,135,84,1,2,False,4641,276.0,83.1,1,1,False,2,male
true,black,approve,1,224,90,1,1,False,3413,255.0,25.0,1,1,False,2,male
true,white,approve,1,82,70,1,0,False,3708,91.0,217.0,2,1,False,1,male
true,white,approve,1,159,82,1,1,True,3102,199.0,65.0,2,1,False,2,male
true,white,approve,1,102,666,1,0,False,1542,128.0,43.0,1,1,True,2,female
true,white,approve,1,185,85,1,0,False,7950,205.0,36.6,2,1,False,2,female
true,hispan,reject,1,163,58,1,3,False,3829,290.0,23.9,4,6,False,1,male
true,white,approve,1,175,94,1,0,False,5568,235.0,69.0,1,2,False,2,male
false,white,approve,1,259,125,1,0,False,10408,288.0,26.0,1,1,False,2,female
true,white,approve,2,150,110,2,2,True,4767,210.0,119.0,2,2,False,3,male
true,white,approve,1,100,54,2,2,False,3411,190.0,85.0,1,1,False,3,male
true,white,approve,1,152,71,1,0,False,5952,190.0,48.6,2,1,False,2,female
true,white,approve,1,180,100,1,2,False,5667,273.0,251.0,1,1,False,2,male
true,white,approve,1,90,113,1,2,True,9537,100.0,71.0,1,2,False,1,male
true,black,approve,1,360,870,1,3,False,72529,450.0,43.0,4,6,False,2,male
true,white,approve,1,185,80,1,1,False,6700,350.0,523.7,1,2,False,2,male
false,white,approve,1,44,50,1,0,False,4166,74.0,72.3,2,2,False,1,female
false,black,approve,1,137,122,1,0,False,2137,153.0,53.0,2,6,False,1,female
true,white,approve,1,81,35,1,2,False,2957,101.0,29.0,2,1,False,2,male
false,white,approve,1,104,52,1,0,False,4225,131.0,35.0,2,1,False,1,male
false,white,approve,1,60,29,1,0,False,2417,215.0,162.0,2,1,False,1,female
true,white,approve,1,146,200,1,2,True,16666,182.0,57.0,1,2,False,2,male
true,white,approve,1,216,48,1,2,True,10550,277.0,59.0,1,1,False,2,male
false,hispan,approve,1,153,160,1,0,True,13333,312.0,572.0,2,1,False,2,male
true,white,approve,1,322,122,1,0,True,7375,435.0,168.9,1,5,False,2,male
true,white,approve,1,194,86,2,0,False,4300,215.0,49.0,2,1,False,3,male
true,white,approve,1,207,93,1,1,False,6250,230.0,22.0,2,1,False,2,male
true,white,approve,1,188,91,1,0,False,7583,253.0,340.0,2,5,False,1,male
false,white,approve,1,176,77,2,0,False,3208,185.0,14.0,2,2,False,3,male
false,white,approve,1,93,44,1,0,False,3692,125.0,58.0,1,1,False,1,female
true,hispan,approve,1,145,75,1,2,False,3665,161.0,14.0,2,2,False,2,male
true,white,approve,1,149,50,1,2,False,4136,165.0,34.0,2,4,True,2,male
true,white,reject,1,257,101,1,0,False,8449,368.0,210.0,2,1,False,2,male
false,white,approve,1,105,35,1,0,False,2659,110.0,18.19,2,2,False,2,male
true,white,approve,1,370,280,1,3,False,23803,510.0,263.0,2,1,False,2,male
false,white,approve,1,130,66,1,0,False,3865,130.0,42.0,2,1,False,2,male
true,white,reject,1,131,53,1,0,False,4456,146.0,31.0,2,1,True,2,male
true,white,reject,2,160,172,1,1,True,10513,193.0,527.0,1,1,True,2,male
true,white,approve,2,102,152,1,2,False,4635,312.0,258.0,1,1,False,2,male
true,black,approve,1,96,48,1,0,False,4500,128.0,53.1,2,3,False,1,
true,white,approve,1,65,255,1,0,False,750,81.0,441.0,1,3,False,1,female
true,white,approve,1,135,55,1,0,False,3571,152.0,35.0,1,1,False,2,male
false,white,approve,1,106,41,1,0,False,3400,133.0,67.0,2,2,False,2,female
true,white,approve,1,125,56,1,4,False,4599,128.0,82.78,1,1,False,2,male
true,white,approve,1,180,108,1,0,False,4983,435.0,80.0,1,2,False,2,male
false,white,approve,1,70,44,1,0,False,3650,78.0,20.0,2,1,False,1,female
true,white,approve,1,265,135,1,3,False,6250,470.0,156.0,1,1,False,2,male
false,white,approve,1,136,64,1,0,False,5316,170.0,46.0,2,1,False,2,male
false,white,approve,1,150,62,1,0,False,5200,301.0,32.0,2,4,False,1,female
false,white,approve,1,107,44,1,0,False,2333,113.0,11.0,2,1,False,2,male
false,white,approve,1,56,37,1,0,True,3106,70.0,53.0,1,1,False,1,male
true,white,approve,1,182,102,1,0,False,6080,365.0,162.8,2,1,False,2,male
false,white,reject,1,95,37,1,0,False,3066,100.0,33.0,2,2,False,2,male
true,black,approve,1,104,40,1,2,False,2062,116.0,29.0,2,1,False,2,male
false,white,approve,1,83,43,1,0,False,3571,83.0,7.0,1,1,False,1,male
false,white,approve,1,650,242,1,0,True,20166,1050.0,429.0,2,1,False,1,male
true,black,approve,1,135,51,1,5,False,3153,150.0,15.0,2,6,False,2,male
false,white,approve,1,77,63,1,2,False,3235,105.0,28.0,2,1,False,2,male
false,white,approve,1,200,60,3,0,False,5058,350.0,186.0,1,1,False,3,female
false,white,approve,1,74,48,1,0,False,2014,74.0,26.0,1,4,False,1,male
false,white,approve,1,252,120,1,0,False,10000,315.0,87.0,2,3,False,2,male
true,white,approve,1,130,66,1,0,True,3188,320.0,210.0,2,1,False,2,male
true,white,approve,1,170,90,1,3,False,7500,255.0,65.0,1,3,True,2,male
false,white,approve,1,104,49,1,0,False,1958,130.0,38.0,2,1,False,2,female
false,white,approve,1,70,33,1,0,False,2718,87.0,31.0,2,1,False,1,male
true,white,approve,1,119,51,1,0,False,2623,159.0,49.0,2,2,False,2,male
true,white,approve,1,225,75,1,2,False,6291,260.0,35.0,1,2,False,2,male
true,white,approve,1,101,666,1,0,False,6250,112.0,12.0,2,1,False,1,male
true,white,approve,1,25,41,1,0,True,3459,25.0,47.52,1,1,False,2,male
true,white,approve,1,390,162,1,3,False,13518,488.0,138.8,1,5,False,2,male
true,black,approve,1,168,94,1,0,False,2756,210.0,103.0,2,5,False,2,male
true,white,approve,1,87,39,1,3,False,3466,109.0,27.0,2,2,False,2,male
true,white,approve,1,185,85,1,1,False,4364,240.0,57.2,2,5,False,2,male
false,hispan,approve,1,102,64,1,0,False,4895,127.0,27.5,2,4,False,2,male
true,white,approve,1,290,120,1,3,False,4000,399.5,256.4,1,1,True,2,male
true,black,reject,1,84,55,1,0,False,4583,105.0,32.0,2,1,False,1,female
true,white,approve,1,100,77,1,2,False,4766,150.0,21.0,1,2,False,2,male
true,black,approve,1,88,82,1,2,True,3316,73.0,16.0,1,1,False,2,male
false,white,approve,1,242,192,1,0,False,14999,307.0,96.0,1,3,True,2,male
true,hispan,reject,1,129,68,1,2,False,4200,136.0,25.34,2,2,False,2,male
false,black,approve,1,108,46,1,0,False,2275,135.0,39.0,2,2,False,2,female
true,white,approve,1,500,641,1,1,True,46667,825.0,1687.0,1,1,False,2,male
true,white,approve,1,123,83,1,1,False,4609,154.0,48.0,2,6,False,2,male
true,white,reject,1,185,86,1,2,False,5042,365.0,23.0,1,3,False,2,male
false,white,approve,1,168,65,1,0,False,5417,210.0,61.0,2,1,False,2,male
true,white,approve,1,110,67,1,5,False,6260,195.0,69.0,1,1,False,2,female
true,white,approve,1,256,90,1,1,False,3333,320.0,93.0,1,3,False,2,male
true,white,approve,1,140,135,1,0,False,3500,310.0,122.0,2,1,False,2,male
true,white,approve,1,120,48,1,0,False,2037,130.0,33.0,2,1,False,2,male
true,white,approve,1,250,103,1,2,False,8562,330.0,52.7,1,1,False,2,male
false,white,approve,1,175,83,1,0,True,6950,350.0,842.0,2,1,False,2,male
true,white,approve,1,150,63,1,2,False,4247,228.0,77.0,1,1,False,2,male
true,white,approve,1,100,58,1,0,False,2500,125.0,30.7,2,2,False,2,female
true,white,approve,1,122,57,1,0,False,2698,152.0,52.02,2,2,False,2,male
true,white,approve,1,187,141,1,2,False,11757,360.0,322.7,1,6,False,2,male
false,hispan,approve,1,126,62,1,0,False,3250,140.0,50.1,1,1,False,2,male
true,hispan,approve,1,122,37,1,2,False,1841,135.0,21.0,2,1,True,2,male
false,white,approve,1,215,107,1,0,True,8881,282.0,147.0,1,1,False,2,male
true,white,approve,1,170,84,1,0,False,2667,289.0,60.0,2,1,False,2,male
true,white,approve,1,168,70,1,1,False,1560,210.0,96.0,2,1,False,2,male
true,black,approve,1,100,28,1,0,False,2330,120.0,80.0,1,1,False,2,female
false,white,approve,1,62,56,1,0,False,4685,111.0,500.0,2,1,False,2,male
true,white,approve,1,70,69,1,2,False,14866,427.0,186.0,2,5,False,2,female
true,white,approve,1,61,144,1,3,False,9719,76.0,240.0,1,1,False,1,male
true,white,approve,1,30,36,1,1,False,1538,30.0,4.0,2,1,False,2,male
false,white,approve,1,225,140,1,0,False,10000,325.0,398.0,1,1,False,1,female
true,white,approve,1,125,68,1,0,False,4860,225.0,63.0,2,4,False,2,male
true,white,approve,1,128,59,1,0,False,2722,142.0,21.3,2,2,False,2,male
true,white,approve,1,112,48,1,0,False,2814,125.0,17.0,2,5,False,2,male
true,white,approve,1,150,107,1,0,False,3708,234.0,59.0,2,1,False,2,male
true,white,approve,1,121,44,1,0,False,1898,140.0,36.0,2,1,False,2,male
true,white,approve,1,214,86,1,2,False,5831,285.0,33.0,1,1,False,2,male
true,white,approve,2,186,264,1,1,True,19420,275.0,534.0,2,1,False,1,male
true,white,approve,1,188,83,1,3,False,6835,275.0,99.0,1,1,False,2,male
false,hispan,reject,1,118,75,1,0,False,6277,124.0,17.0,2,2,True,2,male
true,white,approve,1,152,76,1,0,True,2577,190.0,203.0,1,1,False,2,male
false,white,approve,1,50,34,1,0,False,2387,75.0,49.0,2,1,False,2,male
false,white,approve,1,244,110,1,0,False,9166,305.0,39.7,1,2,False,2,male
true,hispan,reject,1,113,56,1,2,False,2281,119.0,7.0,1,1,False,2,male
false,white,approve,1,153,72,1,0,True,6044,170.0,10.0,2,2,False,2,female
false,white,approve,1,131,53,1,0,False,4452,145.0,50.93,1,1,False,1,male
false,white,approve,1,50,39,1,0,False,3254,63.0,14.0,1,3,False,2,male
true,white,approve,1,600,400,1,6,False,39999,1175.0,519.0,4,3,False,2,male
true,white,approve,1,68,34,1,0,False,2795,86.0,41.0,2,1,False,2,female
true,white,approve,1,113,54,2,0,False,1561,125.0,36.2,2,5,False,3,female
true,white,approve,1,143,66,1,1,False,1777,159.0,20.0,2,3,False,2,male
true,white,approve,1,480,127,1,2,False,10566,600.0,665.0,1,2,False,2,male
true,white,approve,1,160,72,1,1,False,6000,178.0,26.0,1,2,False,2,male
true,black,reject,1,65,27,1,0,False,2262,72.0,9.0,2,4,True,1,female
true,white,approve,1,187,114,1,1,False,9538,245.0,129.0,1,1,False,2,male
false,white,approve,1,74,51,2,0,False,4229,78.0,121.0,2,1,False,3,male
true,white,approve,2,200,95,2,0,False,2917,170.0,53.0,1,3,True,2,male
false,white,approve,1,120,61,1,0,False,2980,150.0,36.0,2,2,False,1,male
true,white,approve,1,116,47,1,1,False,3901,145.0,29.0,1,1,False,2,male
true,white,approve,1,50,42,1,2,False,2687,168.0,65.0,1,2,False,2,male
true,white,approve,1,120,63,1,2,False,2470,160.0,9.0,3,5,False,2,male
false,white,approve,1,56,30,1,0,False,2483,70.0,16.0,2,1,False,1,male
true,white,approve,1,176,74,1,2,False,7708,186.2,35.0,1,2,False,2,male
true,white,approve,1,255,120,1,0,False,4583,283.0,64.0,2,1,False,1,male
true,white,approve,1,106,49,1,2,False,3817,111.5,15.6,2,5,False,2,male
false,white,approve,1,75,56,1,0,False,2697,135.0,154.0,2,1,False,2,male
true,white,approve,1,70,61,1,2,False,5026,137.0,105.0,2,1,False,1,male
false,white,approve,1,138,35,2,0,False,3921,149.6,44.35,1,2,False,3,female
false,white,approve,1,103,39,1,0,False,3332,115.0,27.0,2,2,False,2,female
false,hispan,reject,1,107,70,1,0,False,2243,113.0,4.0,2,3,False,2,male
false,white,approve,1,128,60,1,1,True,6000,160.0,144.0,2,1,False,2,male
true,white,approve,1,98,46,1,0,False,1863,122.0,34.0,2,1,False,2,male
true,hispan,reject,1,200,43,1,0,False,3417,145.0,44.0,2,1,False,2,female
true,white,reject,1,275,96,1,0,False,7933,371.0,91.0,1,1,False,2,male
false,white,reject,1,119,40,1,0,False,1596,125.0,12.0,2,1,False,2,male
true,white,approve,1,128,99,1,1,True,6994,376.0,308.0,2,1,False,2,male
true,white,reject,1,121,52,1,1,False,3089,127.0,12.0,2,2,False,2,male
false,white,approve,1,400,34,1,0,True,2762,300.0,14.28,1,1,False,2,male
true,white,approve,1,120,54,1,8,False,4513,240.0,30.0,1,1,False,2,male
true,white,approve,1,140,54,1,0,False,4500,140.0,35.8,2,1,False,1,male
false,white,approve,1,352,122,1,0,True,10141,440.0,89.0,1,1,False,2,female
true,white,approve,1,158,67,2,2,False,4167,175.0,10.3,2,1,False,1,male
false,white,approve,1,170,69,1,1,False,5458,239.0,102.0,1,1,False,2,male
true,white,approve,2,75,113,1,0,False,9323,140.0,154.1,1,2,False,2,male
true,white,approve,1,165,70,1,0,False,4523,245.0,180.0,1,2,False,2,male
true,white,approve,1,182,82,1,0,False,3707,227.0,18.3,1,1,False,2,male
true,white,approve,1,100,72,2,2,True,5000,125.0,224.0,2,1,False,3,male
true,white,approve,1,171,101,1,0,False,5076,190.0,23.0,2,5,False,2,male
true,black,reject,1,112,55,1,0,False,4583,140.0,36.0,2,1,False,1,female
true,white,approve,1,129,70,1,0,False,2439,161.0,228.0,1,1,False,1,male
false,black,reject,1,63,27,1,0,False,2237,125.0,100.0,2,6,True,1,male
true,white,approve,1,200,96,1,2,False,8000,335.0,90.5,1,1,False,2,male
true,white,approve,1,95,43,1,0,False,1820,106.0,14.0,2,3,False,1,male
true,white,approve,1,300,132,1,1,False,6250,425.0,257.0,1,1,False,2,male
false,white,approve,1,112,80,1,3,True,4120,140.0,12.85,1,1,False,2,male
false,white,reject,1,108,52,1,0,True,4742,120.0,17.0,2,2,False,2,female
true,white,approve,1,700,621,1,3,False,51763,1345.0,814.0,1,3,False,2,male
true,white,reject,1,81,47,1,4,False,3522,90.0,32.0,2,1,False,2,male
true,white,approve,1,93,49,1,1,False,4082,183.0,77.0,2,1,False,2,male
false,white,approve,1,90,49,1,0,False,4063,124.0,83.0,2,1,False,1,female
false,white,approve,1,102,41,1,0,False,3417,113.0,16.0,2,1,False,1,female
true,white,approve,1,110,38,1,0,False,3640,110.0,0.759,1,2,False,2,male
true,hispan,approve,1,122,76,1,2,False,2922,136.0,17.0,2,2,False,2,female
true,white,approve,1,137,62,1,0,False,5167,227.0,37.2,1,2,False,2,male
true,black,approve,1,88,41,1,2,False,3170,110.0,13.5,2,1,False,2,male
true,white,approve,1,187,136,1,0,False,5708,212.0,44.0,1,1,False,2,male
true,black,approve,1,114,41,3,2,False,3178,120.0,14.0,2,1,False,3,male
true,white,approve,1,123,61,1,0,False,2600,129.0,6.5,2,1,False,2,male
false,white,approve,1,75,39,1,0,False,3292,128.0,82.0,2,1,False,1,male
true,white,approve,1,103,43,1,0,False,1687,108.0,12.0,2,1,False,2,male
true,white,approve,1,160,107,1,0,False,4167,275.0,190.0,1,1,False,2,male
true,white,approve,1,232,125,1,3,False,10417,290.0,71.0,1,1,False,2,male
false,white,approve,1,157,100,1,3,False,4243,165.0,13.0,2,1,False,2,male
true,white,approve,1,171,70,1,0,False,3169,214.0,43.0,1,1,False,2,male
true,hispan,reject,1,87,26,1,0,True,4344,217.0,1.0,1,6,False,2,male
true,white,approve,1,183,23,1,1,False,4984,266.0,161.0,1,1,False,2,male
true,white,approve,1,130,54,1,2,False,4497,163.0,38.0,2,1,False,2,female
true,black,approve,1,116,65,1,0,False,3497,145.0,62.0,2,2,False,2,male
false,black,reject,1,180,30,3,0,False,0,200.0,5.0,2,4,True,3,female
true,white,approve,2,101,47,1,2,False,2045,145.0,1.0,1,2,False,2,male
true,white,approve,1,92,47,1,3,False,3120,102.0,16.0,1,1,False,2,male
true,white,reject,1,495,202,1,3,False,5516,594.0,118.0,1,2,False,2,male
true,white,approve,1,80,57,1,1,False,1516,100.0,38.0,2,2,False,2,male
true,white,approve,2,114,88,1,1,False,3180,142.0,162.0,1,1,False,1,male
false,black,reject,1,104,51,2,0,False,1762,135.0,16.0,2,6,False,3,female
true,white,approve,1,221,116,1,0,False,6167,246.0,23.0,2,1,False,2,male
false,white,approve,1,119,37,1,0,False,3066,149.0,49.0,1,2,False,2,female
true,white,approve,1,116,45,1,1,False,3750,145.0,54.0,2,2,False,2,male
true,white,approve,1,124,59,1,3,False,4890,155.0,60.0,2,1,False,2,male
true,white,approve,1,101,51,1,0,False,3003,126.0,65.0,2,1,False,2,male
true,white,approve,1,144,83,1,0,False,3834,155.0,100.0,2,1,False,2,
true,white,approve,1,112,70,1,2,False,5800,159.9,153.6,2,1,False,2,male
false,white,approve,1,105,37,1,0,False,3004,135.0,47.0,2,1,False,2,male
true,black,reject,1,213,30,2,2,False,724,232.0,25.0,2,4,False,3,male
false,white,approve,1,105,66,1,0,False,2928,115.48,26.52,1,5,False,1,female
true,white,approve,1,125,62,1,2,False,5231,170.0,131.0,1,1,False,2,male
true,white,approve,1,70,35,1,2,False,2917,160.0,34.0,1,2,False,2,female
true,white,approve,1,50,30,1,2,False,2080,171.0,164.0,1,1,False,2,male
false,white,approve,1,65,38,1,0,False,3125,81.0,10.0,2,1,False,1,male
true,white,approve,1,80,50,2,3,False,4136,210.0,124.0,2,1,False,3,male
true,white,approve,1,59,69,1,2,False,3427,65.0,10.3,2,6,False,1,male
false,white,reject,1,102,44,1,0,False,2333,113.0,16.0,2,5,False,1,male
true,white,approve,1,250,96,1,2,False,7967,330.0,55.86,1,1,False,2,male
false,white,approve,1,51,34,1,0,False,2873,57.0,30.0,2,1,False,1,female
true,white,reject,1,180,164,1,1,False,6400,262.0,184.0,2,6,False,2,male
false,white,reject,1,67,84,1,0,False,1916,74.0,21.0,2,1,False,1,male
false,white,approve,1,137,75,1,0,False,3008,182.0,15.63,2,2,False,2,female
true,white,approve,2,73,55,1,0,False,4600,113.0,69.0,1,1,False,1,male
true,white,reject,1,260,228,1,1,False,33846,325.0,159.0,1,1,False,2,male
true,white,approve,1,320,220,1,3,False,18300,450.0,223.6,1,1,False,2,male
true,white,approve,1,108,48,1,0,False,3625,135.0,31.0,2,6,True,2,female
true,white,approve,1,120,48,1,0,True,39147,150.0,54.0,1,1,False,2,male
true,black,reject,1,66,26,1,1,True,2178,96.0,15.1,2,5,True,1,male
false,white,approve,1,153,69,1,0,False,5750,191.0,60.0,2,2,False,2,female
true,white,approve,1,58,54,1,0,False,2383,160.0,31.0,1,1,False,2,male
true,white,approve,1,168,72,1,0,True,674,224.0,79.0,2,2,False,2,female
true,black,approve,1,90,52,1,1,False,2732,112.0,23.0,2,5,False,2,male
true,white,approve,1,210,85,1,1,False,7054,263.0,72.0,2,1,False,2,male
true,white,approve,1,188,86,1,0,False,9328,278.0,15.0,2,5,True,2,male
true,white,approve,1,185,84,1,2,False,7000,315.0,193.8,1,2,False,2,male
false,white,approve,1,68,40,1,0,False,3300,80.0,1.0,2,1,False,1,female
true,white,approve,1,146,74,1,0,False,2333,158.0,20.0,2,1,False,2,male
true,white,approve,1,135,59,1,3,False,3350,150.0,32.6,2,1,False,2,male
false,white,approve,1,187,107,1,0,False,2500,210.0,28.0,2,5,False,2,male
false,white,approve,1,48,59,1,0,False,4885,60.0,99.0,2,1,False,1,male
true,white,approve,1,152,77,1,0,False,3750,190.0,51.0,2,2,False,2,male
false,white,reject,1,300,150,1,0,False,12500,505.0,1297.0,2,6,True,1,female
false,white,reject,1,164,132,2,0,False,12000,164.0,129.0,1,1,False,3,male
true,white,approve,1,160,78,1,0,False,6033,234.0,100.0,2,1,False,2,male
false,white,approve,1,76,44,3,0,False,3858,136.0,13.7,1,6,False,3,male
true,white,approve,1,143,60,1,2,False,5000,178.0,75.0,2,2,False,2,male
false,white,approve,1,120,666,1,0,False,4667,179.0,89.0,2,1,False,1,male
true,white,approve,1,117,56,1,2,False,2750,137.0,17.0,2,1,False,2,male
false,white,approve,1,71,78,1,0,False,6500,88.0,29.0,3,4,False,1,male
true,white,approve,1,225,90,1,2,False,7500,330.0,68.0,2,1,False,2,male
false,white,approve,1,120,50,1,0,False,4191,135.0,24.0,2,2,False,2,male
true,hispan,reject,1,170,69,1,1,False,3125,178.0,20.0,2,1,False,2,male
false,white,approve,1,187,145,1,0,False,8333,434.0,246.0,2,2,False,2,male
false,black,approve,1,70,34,1,0,False,3073,85.0,20.0,2,1,True,1,male
true,white,approve,1,92,38,1,2,False,1980,172.0,124.0,1,1,False,2,male
false,white,approve,1,120,55,1,0,False,1907,139.0,20.0,2,1,False,2,female
true,white,approve,1,70,56,1,0,False,3371,171.0,44.0,2,4,False,2,male
true,white,approve,1,113,84,1,0,False,3416,125.0,24.0,2,1,False,2,female
false,white,approve,1,158,68,1,0,False,3858,175.0,30.0,2,1,False,2,male
false,white,reject,1,83,120,1,0,True,11000,110.0,145.0,2,1,False,1,male
true,white,approve,1,90,62,1,1,False,2600,105.0,25.0,1,2,False,1,male
true,white,approve,1,148,73,1,1,False,4241,164.0,60.0,2,2,True,2,male
true,white,approve,1,108,36,1,3,False,3850,120.0,8.0,2,1,False,2,male
false,hispan,approve,1,166,59,1,2,False,4923,207.0,49.0,2,3,False,2,male
true,white,approve,1,100,116,1,0,False,3600,286.0,50.0,1,4,False,2,male
true,white,approve,1,187,73,1,2,False,6084,298.0,21.0,1,1,False,2,male
true,white,approve,1,105,43,1,2,False,3346,152.0,15.0,2,2,False,2,male
true,white,approve,1,136,52,1,1,False,2500,170.0,59.0,1,1,False,2,male
true,white,reject,1,99,69,1,4,False,3992,110.0,16.0,2,1,False,2,male
false,white,approve,1,185,135,1,0,False,9675,205.0,177.7,3,1,False,1,male
true,white,approve,1,90,41,1,0,False,3375,131.0,76.0,1,3,False,1,male
false,white,approve,1,188,78,4,0,False,3554,233.0,47.0,1,1,False,3,male
true,white,approve,1,90,80,1,0,False,4167,268.0,14.7,2,1,False,2,female
false,hispan,approve,1,122,145,1,0,False,11167,153.0,93.0,2,1,False,2,male
true,white,approve,1,135,55,1,1,False,3500,196.0,73.0,2,1,False,2,male
true,white,approve,1,150,106,1,0,False,5500,250.0,28.0,1,1,False,2,male
true,white,approve,2,152,234,2,3,False,19500,190.0,159.0,1,2,False,3,male
true,white,approve,1,124,47,1,2,False,3917,165.0,54.0,2,1,False,2,male
